1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5707963705063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0.0,-0.0,0.00076497485861182,0.00030341406818479,0.0,0.0,0.0,0.0,0.0,-1.5558738708496,1.5707340240479,-1.5558950901031,0.00012300950766075,-0.001904749777168,3.0303901439765e-05,-7.3243398219347e-05,-2.2977510525379e-06,-3.9405033021467e-05,0.0,0.0,0.0,0.0,0.0,0.0,-1.3351329471334e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,-0.0,-0.0,0.0026876339688897,0.057731259614229,0.0,0.0,0.0,0.0,0.0,-0.011204697191715,1.5297149419785,0.0020347565878183,-0.00083867076318711,-0.0041484944522381,-0.047299478203058,-0.00022160685330164,-0.061602286994457,0.013590555638075,0.0,0.0,0.0,0.0,0.0,0.0,6.0259390011197e-05,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,-0.0,0.0,0.047083355486393,0.03527020290494,0.0,0.0,0.0,0.0,0.0,-0.025432894006371,1.4641718864441,0.00068446149816737,-0.0017257869476452,-0.0055878832936287,-0.047650299966335,-0.0012803778517991,-0.065586060285568,0.012535246089101,0.0,0.0,0.0,0.0,0.0,0.0,0.00077485153451562,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0.0,0.0,0.040322136133909,0.019823281094432,0.0,0.0,0.0,0.0,0.0,-0.038148380815983,1.3986382484436,-0.00018011653446592,-0.0028103808872402,-0.0072794826701283,-0.047133699059486,-0.0019810511730611,-0.065507799386978,0.011537915095687,0.0,0.0,0.0,0.0,0.0,0.0,-0.00011800551146735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0.0,0.0,0.017777994275093,0.01786058023572,0.0,0.0,0.0,0.0,0.0,-0.049710318446159,1.3331700563431,-0.00050106359412894,-0.0039668502286077,-0.0090245911851525,-0.048217486590147,-0.0025949003174901,-0.065450325608253,0.010912201367319,0.0,0.0,0.0,0.0,0.0,0.0,-0.00039346952689812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
